Date,Headline
2021-08-29,"Cryptocurrency Prices Today on August 29: Bitcoin plunges by 0.5%, trades at $48,492 "
2021-08-29,"Plan B's Stock-to-Flow Bitcoin Price Model 'Predicts $100K by Christmas,' S2F Creator Discusses 'Time Model' "
2021-08-30,Cuba’s Central Bank recognises cryptocurrencies; passes resolution to regulate it under monetary policy 
2021-08-30,Bitcoin: Twitter founder Jack Dorsey reveals plan to make crypto ‘native currency of the internet’ through TBD 
2021-08-30,"Cryptocurrency and NFT Market Growth Continues, Regulators Across Globe Target Crypto Industry as Threats Continue, Global Blockchain Survey Published "
2021-08-31,World's 2nd largest crypto exchange Coinbase to integrate Indian startup Polygon's scaling solution 
2021-08-31,"Here’s why ‘Mr. Wonderful’ Kevin O’Leary eyes crypto, DeFi’s potential in disrupting traditional finance "
2021-08-31,"‘Dogecoin Millionaire’ Reveals The Cryptocurrency He Predicts Will Outperform The Bitcoin, Ethereum, BNB, XRP And Solana Price "
2021-09-01,Meten EdtechX Announces Adoption of New Initiative to Develop Blockchain and Cryptocurrency Business 
2021-09-01,"Cryptocurrency Prices On September 1 2021: Know The Rate Of Bitcoin, Ethereum, Litecoin, Ripple, Dogecoin And Other Cryptocurrencies: "
2021-09-01,"Bitcoin Depot® Selected for Second Consecutive Year as One of America's Fastest-Growing Private Companies on Inc. 5000 List, Rising in Rank by 746 Points "
2021-09-02,$2 Billion Crypto Fraud Bitconnect and Founder Charged — Director Pleads Guilty to Criminal Charges 
2021-09-02,"IRS Agent Poses as Bitcoin Trader Called 'Mr. Coins,' Biden's IRS Wants 'Outflow and Inflow' Data From Banks "
2021-09-02,Crypto Markets Rally: Cardano Surges To New High As Bitcoin And Ether Hit Highest Prices Since $1 Trillion Crash 
2021-09-03,"Solana Overtakes Dogecoin As Ethereum Price Hits $4,000 For First Time Since $1 Trillion Crypto Crash "
2021-09-03,"Crypto-coin startup said its bot could generate huge profits from your Bitcoin. It was a scam, says SEC "
2021-09-03,"‘Important’—Elon Musk Backs Major Dogecoin Upgrade As Bitcoin, Ethereum, Cardano And Solana Send The Crypto Market Price Towards $2.3 Trillion "
2021-09-04,"Bitcoin May Hit $100,000-Mark By End Of 2021 With Current Bull Run: Experts "
2021-09-04,Bitcoin miners and oil and gas execs mingled at a secretive meetup in Houston 
2021-09-04,Bloomberg senior strategist calls Bitcoin a global reserve asset on the path to $100K 
2021-09-05,Scammers Offer Free Bitcoin on Hacked Government Site in Russia as Crypto Fraud Surges 
2021-09-05,Crypto week at a glance: Bitcoin gets institutional attention; Ether continues to shine 
2021-09-05,A cryptocurrency exchange company is expanding in Chicago — and that's very in character 
2021-09-06,Oil Producers and Bitcoin Miners Meet in Texas to Discuss Cooperative Mining Possibilities 
2021-09-06,Solana Leads Massive Altcoin And Bitcoin Rally As JPMorgan Warns Crypto Markets Are Looking Bubbly Again 
2021-09-06,"Bitcoin Braced For A 3.3 Million-Strong Global Earthquake This Week As The Price Of Ethereum, Cardano, BNB, XRP, Solana And Dogecoin Soar "
2021-09-07,Inflation ‘may mean UK interest rates rise next year’; China’s exports jump; bitcoin slides 
2021-09-07,"Based on a trustless system, cryptocurrencies are fighting hard to win the trust of investors "
2021-09-07,"Cryptocurrency Market Size To Reach USD 4.94 Billion By 2030, Growing At a CAGR Of 12.8% - Valuates Reports "
2021-09-08,"El Salvador becomes first country to make bitcoin national currency, and then it hit a snag "
2021-09-08,"Bitcoin Well Announces Acquisition of Quebec-Based Bitcoin ATM Operator, Entreprises Equibytes Inc. "
2021-09-08,Crypto Whale Warns of Bloodier Cryptocurrency Bearish Dip Noting Market Will Bring Price Down to $10K in 2022 
2021-09-09,Blockchain Exploit: Bitcoin Hacking Thriller Explores Threats to Global Cryptocurrency Stability 
2021-09-09,"Crypto Price Prediction: Bitcoin Could Hit $100,000 In 2021 But This Bank Sees Ethereum Soaring 10-Fold "
2021-09-09,"El Salvador’s new bitcoin plan could cost money providers like Western Union and others $400 million a year, says President Bukele "
2021-09-10,India's upcoming cryptocurrency law seeks to balance stability and growth with a distinct approach: Jayan 
2021-09-10,"Grayscale Paves The Way For Ethereum Classic, Bitcoin Cash And Litecoin ETFs While The Fate Of Bitcoin's First Lies In The Balance "
2021-09-10,"Serious Bitcoin ‘Collapse’ Alert Issued After $300 Billion Crypto Price Crash Sends Ethereum, Cardano, BNB, Solana, XRP And Dogecoin Sharply Lower "
2021-09-11,"Some early crypto enthusiasts have bailed on the sector, wary of the hype "
2021-09-11,Bitcoin Doesn't Make a Great Deal of Sense: Billionaire Investor Lee Cooperman 
2021-09-11,"Best New Cryptocurrencies to Check in September 2021: 'MemeKiller, ' 'Project DogeX,' and MORE "
2021-09-12,Crypto week at a glance: Cryptos correct after El Salvador's Bitcoin adoption 
2021-09-12,6 Best Crypto Savings Account in 2021; Deposit Crypto And Earn Interest Up To 8% 
2021-09-12,Today's Cryptocurrency Data Aggregators Offer a Plethora of Onchain and Market Insights 
2021-09-13,"Cryptocurrency prices today: Bitcoin above $45,000, ether, dogecoin surge. Latest rates here "
2021-09-13,"Cryptocurrency prices today: Bitcoin, Ether fall sharply as volatility grips virtual coin market "
2021-09-13,CryptoCodex: Elon Musk Suddenly Sends The Price Of One Dogecoin Rival Sharply Higher And Bitcoin And Crypto ‘Bank Run’ Fears In South Korea 
2021-09-14,"California college student tapped into phone accounts to steal cryptocurrency in SIM swap scam, feds say "
2021-09-14,"Coinbase initiated at junk levels by Moody's, citing 'uncertain regulatory environment and fierce competition' in crypto "
2021-09-14,PNC Financial Services Group Inc. close to cryptocurrency offering via partnering with Coinbase Global Inc. - Pittsburgh Business Times 
2021-09-15,Founder Of $90 Million Cryptocurrency Hedge Fund Sentenced To More Than Seven Years In Prison 
2021-09-15,Binance CEO explains how the crypto-exchange is charting a path to become a financial institution 
2021-09-15,"US Senator Warren Presses SEC to Address Crypto Exchange Outages, High Transaction Fees, Financial Inclusion "
2021-09-16,Mark Cuban says crypto regulation 'built around existing fraud laws' wouldn't necessarily be a bad thing 
2021-09-16,"SEC Chair Gensler: 'We Don't Have Enough Investor Protection in Crypto Finance, Issuance, Trading, or Lending' "
2021-09-16,"Cryptocurrency Prices On September 16 2021: Know The Rate Of Bitcoin, Ethereum, Litecoin, Ripple, Dogecoin And Other Cryptocurrencies: "
2021-09-17,Next stop $85K for Bitcoin as analysts predict ‘explosive’ Q4 for BTC price action 
2021-09-17,‘Trillions Of Dollars’—Kevin O’Leary Reveals Massive Bitcoin Price Prediction And Crypto Plan 
2021-09-17,"Vitalik Buterin, Elon Musk and Nayib Bukele — the three most influential people in world of crypto according t "
2021-09-18,US probes possible insider trading and market manipulation at crypto exchange Binance 
2021-09-18,"From South Africa to Latin America, developing countries currently top cryptocurrency usage "
2021-09-18,$2 Billion Worth of Unpeeled Casascius Physical Bitcoins: There's Less Than 20000 Coins Left Active 
2021-09-19,"Bank of Russia to 'Slow Down' Payments to Crypto Exchanges, Curb Russians' Impulsive Investments "
2021-09-19,"PayPal completes first international rollout of its crypto offering for users to buy, hold, sell coins "
2021-09-19,"ECB President Issued A ‘Suspicious’ Warning Over Bitcoin, Ethereum, Cardano, BNB, XRP, Solana, And Dogecoin After Huge Price Explosion "
2021-09-20,"Cramer urges investors to take some crypto profits, citing Evergrande-related tether risks "
2021-09-20,"Crypto tumble overshadows bitcoin's bullish bid for 'golden cross,' amid China contagion fear "
2021-09-20,"Crypto Markets Suddenly Lose $250 Billion In Value As Evergrande Turmoil Pummels Bitcoin, Ethereum And Other Major Cryptocurrencies "
2021-09-21,Volatility In The Cryptocurrency Industry: What Determines Heightened Price Fluctuation? 
2021-09-21,The DFINITY Foundation Announces Internet Computer And Bitcoin Integration - Smart Contracts Come To Bitcoin 
2021-09-21,"Bitcoin Is Now Braced For A $3.4 Billion Earthquake After A Crypto Price Crash Tanked Ethereum, Cardano, BNB, XRP And Solana "
2021-09-22,"Bitcoin Predictions: A Bitcoin ETF, Tether Trouble In China, And Intrigue In El Salvador "
2021-09-22,"Cryptocurrency prices today: Bitcoin, ether, dogecoin continue to struggle. Check latest rates "
2021-09-22,EverGrow Coin: The Next New Cryptocurrency to explode in 2021 which rewards holders in Stable USDT Yield 
2021-09-23,Bitcoin: Tracking The Journey Of The World's Largest Cryptocurrency During Pandemic Years 
2021-09-23,Hackers Compromise Web Portal Bitcoin.org — DNS Hijack Replaces Site With BTC Doubler Scam 
2021-09-23,"How to Decide on a Hot Wallet or Cold Wallet for Your Crypto, and Whether You Need One at All "
2021-09-24,"In Crypto 'Arms Race' For Mass Adoption, Companies Ink Sports Deals Worth Hundreds Of Millions "
2021-09-24,"Cryptocurrency Prices On September 24 2021: Rates of Bitcoin, Ethereum, Litecoin, Ripple Today "
2021-09-24,"China is cracking down on crypto again — here's what that actually means, and how it affects U.S. crypto investors "
2021-09-25,Stablecoins in Spotlight as U.S. Begins to Lay Ground for Rules on Cryptocurrencies 
2021-09-25,"Bitcoin Price Today Drops Below $42,900; Ether Near $2,900; Top Cryptocurrency Rates "
2021-09-25,China’s Supposed ‘Bitcoin Ban’ Fails To Crash Market As Twitter Adds Crypto Payments In Historic First 
2021-09-26,TikTok shows Gen Z how to buy bitcoin and crypto. But they need other investing advice too. 
2021-09-26,"Bitcoin could hit $37K, but trader says BTC price top will be ‘number you can’t comprehend’ "
2021-09-26,JPMorgan Warns Big Investors Are Suddenly Dumping Bitcoin For Ethereum Amid A $150 Billion Crypto Price Crash 
2021-09-27,Bitcoin Daily: City of Miami Approves Crypto Coin; Canada Regulators Issue Warnings About Crypto Ads 
2021-09-27,"Crypto Price Prediction: $100,000 Bitcoin Could Come Even Sooner Than You Think With Ethereum Leading The Way "
2021-09-27,Crypto investors keen on NZ as experts urge Government not to curtail 'once in a generation' economic opportunity 
2021-09-28,BTC price loses $42K after fresh rejection puts focus on ‘worst case’ Bitcoin monthly close 
2021-09-28,23250 'Sleeping Bitcoins' Spent in 2021: This Year Old School Miners Moved $1 Billion in BTC From 2010-2013 
2021-09-28,"‘Shutdown Looming’—Author Warns ‘Get Gold, Silver, Bitcoin And Ethereum’ Before ‘The Biggest Stock Market Crash In History’ "
2021-09-29,"Banking Bitcoin: Swiss Regulator Approves First Crypto Investment Fund, First Digital Asset Custodian "
2021-09-29,Canada Computational Unlimited Corp. Announces Early Repayment of Bitcoin Loans and Purchase of Equipment 
2021-09-29,"Cryptocurrency Prices On September 29 2021: Know The Rate Of Bitcoin, Ethereum, Litecoin, Ripple, Dogecoin And Other Cryptocurrencies: "
2021-09-30,"Cryptocurrency has become ‘currency of the alt-right,’ white supremacists, hate groups - Chicago Sun"
2021-09-30,"Crypto tax: 'MiamiCoin' has made the city $7 million so far, a potential game-changer for revenue collection "
2021-09-30,Crypto Isn’t ‘The Second Coming’—Tesla’s Elon Musk Issues Serious Bitcoin Warning After China Crashed The Price 
2021-10-01,MAS grants crypto licences to DBS unit and Australian exchange; more licences expected to be issued 
2021-10-01,Crypto is now a crucial financial lifeline for millions. Regulators are turning their backs on them 
2021-10-01,Crypto's Next Trillion Dollar Coin Reviews (Teeka Tiwari Palm Beach Crypto Newsletter) - Whidbey News
2021-10-02,Cryptocurrency Update: 5 Crypto Coins Gain up to 948% in 24 Hours. Check List 
2021-10-02,"Financial regulators are finalizing plans to supervise stablecoins, as crypto oversight takes shape "
2021-10-02,Billionaire ‘SPAC King’ Reveals His Huge Bitcoin Bet—And Predicts The Bitcoin Price Will Climb As It Replaces Gold 
2021-10-03,Visa's New Payment System Will Accept Everything From Bitcoin to Dollars 
2021-10-03,Beyond Bitcoin: The future of digital assets is bigger than the first crypto 
2021-10-03,"‘Govts can't destroy crypto, but…,’ Elon Musk says this amid Bitcoin crackdown "
2021-10-04,"Kept In A Drawer for 2 years, $4,905 Gold Bitcoin Physical Coin Now $48 Million, According to GreatCollections "
2021-10-04,From Elon Musk's thoughts on regulation to a $162 million DeFi bug: 6 key things that happened in crypto this past week 
2021-10-04,"Crypto complex recalls 1920s stock market with 'rampant speculation, manipulation and theft,' says left-leaning think tank "
2021-10-05,"Edward Snowden Says Bitcoin Up 10x Since He Tweeted About Buying It, China's Ban Makes BTC Stronger "
2021-10-05,"First a Meme, Then a Cryptocurrency, and Now an $80 Billion Brand? Dogecoin Continues Its Rollercoaster Journey into the USPTO. "
2021-10-05,The Texas Blockchain Summit Will Feature Senators John Cornyn and Ted Cruz and Other Cryptocurrency Boosters » Dallas Innovates 
2021-10-06,Deputy Attorney General Lisa O. Monaco Announces National Cryptocurrency Enforcement Team 
2021-10-06,"IMF Head Says Central Bank Digital Currencies Are Reliable, Hard to Think of Bitcoin as Money "
2021-10-06,Meet The World's Richest 29-Year-Old: How Sam Bankman-Fried Made A Record Fortune In The Crypto Frenzy 
2021-10-07,EverGrow Coin Offers an Easy Way to Earn Crypto Passive Income with up to 130% Yearly Returns 
2021-10-07,"As CoinSwitch Kuber attains unicorn status, a look at most prominent crypto exchanges in India "
2021-10-07,"Why ‘Dogecoin Killers’ Are Making Huge Price Gains, Leaving Bitcoin, Ethereum, BNB, XRP And Cardano In The Dust "
2021-10-08,Buterin Calls Mandatory Acceptance of Bitcoin in El Salvador Counter to Crypto’s ‘Ideals of Freedom’ 
2021-10-08,Buying bitcoin or any other crypto is a huge leap of faith and you don't want to be the 'greater fool' 
2021-10-08,Capgemini says nearly half the world will be using cryptocurrencies to send money in the next two years — a re 
2021-10-09,"Cryptocurrency Prices Today on October 9: Bitcoin, Ether slightly down, Solana up nearly 4% "
2021-10-09,"India's adoption of cryptocurrency will pave way for the next dotcom like revolution, says industry "
2021-10-09,"CoinSwitch Kuber becomes crypto unicorn, Bitcoin returns to a $1T market cap, and a 2017 Ethereum fractal that resulted in 7000% gains resurfaces: Hodler's Digest, Oct. 3-9 "
2021-10-10,'Big Short' Investor Michael Burry Criticizes Shiba Inu Crypto After SHIB Soars 230% — Says It's 'Pointless' 
2021-10-10,A major crypto hedge-fund manager expects bitcoin to tumble once the SEC greenlights a bitcoin-backed ETF --- here's why 
2021-10-10,"Executive Order Bombshell: Bitcoin, Ethereum, Cardano, BNB, XRP, Solana And Dogecoin Are Braced For A Massive Earthquake Amid Huge Price Pump "
2021-10-11,"Bitcoin is rallying above $57,000 and 5 other things that happened in crypto this past week "
2021-10-11,How Henry Ford Envisaged Bitcoin 100 Years Ago — A Unique 'Energy Currency' That Could 'Stop Wars' 
2021-10-11,Pantera CEO Wants a Reminder the Day Before a US Bitcoin ETF Launches — 'I Might Want to Take Some Chips off the Table' 
2021-10-12,Founders of Crypto ICO Plead Guilty to Tax Evasion After Raising $24 Million from Investors 
2021-10-12,"Biden Administration Embarking on ‘Aggressive’ Tack for Cryptocurrency, White House Official Says "
2021-10-12,Major Bitcoin And Crypto Exchange Coinbase Reveals Ethereum NFT Marketplace As Price Craze Continues 
2021-10-13,Pablo Soria de Lachica Discusses the Longer-Term Outlook for Bitcoin Prices after Recent Surge 
2021-10-13,Cardano Slips to 5th-Largest Crypto Market Position — ADA Down 30% Since All-Time High Last Month 
2021-10-13,Neighbor files lawsuit against Bitcoin mine operator; emails show county official opened door for mine shutdown in June - WJHL
2021-10-14,I Made Over A Thousand Dollars On Cryptocurrency. I Still Don't Know What The Hell I'm Doing 
2021-10-14,Tesla Billionaire Elon Musk Signals Surprise Dogecoin ‘Update’ Support As The Bitcoin Price Suddenly Surges 
2021-10-14,"A Look at How Buckminster Fuller Predicted Bitcoin: 'A Realistic, Scientific Accounting System of What Is Wealth' "
2021-10-15,"Coingecko Publishes Q3 Crypto Report — BTC Outperformed Every Major Asset Class, Altcoins Decouple "
2021-10-15,"Blackrock CEO Agrees With JPMorgan Boss Jamie Dimon About Bitcoin, Sees 'Huge Role for Digitized Currency' "
2021-10-15,"Crypto news: Bitcoin price surges past US$60000 mark, Bank of England warns that crypto crash could cause global financial crisis "
2021-10-16,Bitcoin Mining: What is Cryptocurrency Mining? How it Works and What Investors Get 
2021-10-16,The most-traded NFT collection in Q3 was Pokemon-inspired Axie Infinity as crypto gaming expands 
2021-10-16,Crypto Breaks $2.5 Trillion As Bulls Predict A ‘Ludicrously Strong’ Bitcoin And Ethereum Price Rally 
2021-10-17,"Bitcoin bull Mark Yusko sees trouble at $60,000, calls the cryptocurrency 'overbought' right now "
2021-10-17,"'Big Short' Investor Michael Burry Not Shorting Bitcoin, Warns 'Cryptocurrencies Are in a Bubble' "
2021-10-17,"Rich Dad Poor Dad's Robert Kiyosaki Sees 'Very Bright' Future for Bitcoin, Plans to Buy More BTC After Next Pullback "
2021-10-18,Central Bank of Brazil Reports Brazilians Have Bought More Than $4 Billion in Cryptocurrency This Year 
2021-10-18,"Dow Jones Futures Fall As Yields Rise, Bitcoin ETF Launching; Microsoft, Tesla Rival Xpeng Are Buys In Market Rally "
2021-10-18,"Attorney General James Directs Unregistered Crypto Lending Platforms to Cease Operations In New York, Announces Additional Investigations "
2021-10-19,Bitcoin and the Cryptocurrency Debate: One Advisor Weighs in on Why He’s Changing His Tune 
2021-10-19,‘All bears will die’ — Bitcoin metric prepares to flip green for the first time in 6 months 
2021-10-19,"Cryptocurrency prices today: Bitcoin, other altcoins likely to lose momentum after stellar rally "
2021-10-20,Bitcoin Versus Ethereum? Can bitcoin turn out to be a little over rated in the long run against Ethereum? 
2021-10-20,Coinbase will offer customers a 'get paid in crypto' direct deposit option. How to decide if it's right for you 
2021-10-20,US Senators Urge Facebook to Discontinue Crypto Wallet Pilot Citing 'Insufficient' Ability to Keep Consumers Safe 
2021-10-21,"As the Crypto Economy Nears $3 Trillion, Top 10 Crypto Exchanges Hold Over $206B, More Than 7% "
2021-10-21,"Bitcoin's record price will be good news for some, but it could end up being disastrous for others "
2021-10-21,FTX CEO says bitcoin futures ETF is a 'huge step forward' as his crypto exchange eyes U.S. expansion 
2021-10-22,"Bitcoin falls from record high, ether, other cryptos also plunge. Check cryptocurrency prices today "
2021-10-22,Billionaire VC Peter Thiel Discusses Satoshi's Identity — Says Bitcoin Is the 'Most Honest Market We Have' 
2021-10-22,"OFAC Imposes Sanctions On Crypto Exchange Over Ransomware Payments, Warns Businesses On Sanction Risks - Technology - United States "
2021-10-23,Analyst Suggests Bitcoin's Bottom Could Be $50K Assuming BTC Surpasses $200K This Cycle 
2021-10-23,Crypto Price Prediction: Bitcoin Forecast To Hit $5 Million As Price Soars Through 2021 
2021-10-23,"Cryptocurrency Update: 6 Crypto Coins Gain Up to 6,39,521.45% in a Day. Check Top Gainers "
2021-10-24,What the first bitcoin futures exchange-traded fund means for the cryptocurrency industry 
2021-10-24,From $4 to Over $3.1 Million — Miner Transfers 50 'Sleeping Bitcoin' After BTC Sat Idle for 11 Years 
2021-10-24,State-of-the-Art Rebasing Crypto Currency to Launch on Thursday is Delighting Binance Smart Chain Investors 
2021-10-25,"Bitcoin Climb Continues as Ether Price Movement Garners Attention, Memecoins Surge After Elon Musk Tweet "
2021-10-25,"CryptoCodex: Musk Reveals Bitcoin, Ethereum And Dogecoin Bet And Torpedoes The Price Of Meme-Based Rivals "
2021-10-25,From pushback on Facebook's digital wallet to iris scanning for free coins: 6 things that happened in crypto this past week 
2021-10-26,CME Leveraged Funds Raise Bets Against Bitcoin to Record High as Futures Premium Spikes 
2021-10-26,"Bitcoin, gold or dollar for a rainy day? Here's what the bosses at Bridgewater, BlackRock and Goldman choose "
2021-10-26,Next-generation Cryptocurrency Bitcoin Latinum (LTNM) Announces the 7th Exchange to List LTNM - HitBTC #5 Ranked Exchange by Volume 
2021-10-27,"Defunct Bitcoin Exchange Mt. Gox to Pay $9 Billion to Creditors, Closing Six-Year-Old Chapter "
2021-10-27,"‘Fall for Cryptocurrency’: US Government Is Auctioning Bitcoin Tokens Amounting to Over $300,000 "
2021-10-27,"BT Exclusive: No democratic country, including India, can ban crypto: Nischal Shetty, WazirX CEO "
2021-10-28,"Bitcoin, housing and parts of tech are in a dangerous bubble, all-star investor Rich Bernstein warns "
2021-10-28,Bitcoin ‘supply shock’ pushes price higher as investors refuse to sell in anticipation of new record highs 
2021-10-28,EverGrow Coin the Fastest Growing Cryptocurrency Reaches 40K holders and Distributes $7 Million in Rewards 
2021-10-29,$100 in Free Bitcoin: NBA Team Dallas Mavericks and Voyager Kick Off Partnership With BTC Bonus 
2021-10-29,One-Third of U.S. Small Businesses Accept Cryptocurrencies as Payment. Here's Why the Trend Keeps Growing 
2021-10-29,"Beta Finance, which offers one-click option to short crypto assets, raises from Sequoia Capital India and others "
2021-10-30,"This $20 trillion corner of investing could drive the lion's share of crypto ETF demand, CEO says "
2021-10-30,$1 Trillion Crypto Price Boom: Bitcoin Braced For Further Supply Shocks As Ethereum Suddenly Surges 
2021-10-30,Next-generation Cryptocurrency Bitcoin Latinum (LTNM) Continues Expansion Strategy with Eigth Listing on Hotbit Exchange 
2021-10-31,"EverGrow Coin The Next Big Cryptocurrency, Reaches 60K Holders and $1 Billion in Marketcap "
2021-10-31,Finder Survey: Nigeria's 24.2% Adoption Rating Is the Highest Rate of Crypto Ownership Globally 
2021-10-31,"Two of the biggest bitcoin mining companies in the world are battling it out in a Texas town of 5,600 people "
2021-11-01,Cathie Wood's $500K Bitcoin call is already happening — how to ride the wave to half a million 
2021-11-01,Satoshi Nakamoto's Bitcoin Whitepaper Turns 13 -- How Rich Is the Anonymous Crypto-Creator Today? 
2021-11-01,"Burger and a 'side of' crypto? Burger King teams up with Robinhood to give away Bitcoin, Ethereum, Dogecoin "
2021-11-02,Marathon Digital Holdings Announces Bitcoin Production and Mining Operation Updates for October 2021 
2021-11-02,"Crypto Price Prediction: Bitcoin Could Hit $100,000 Before The End Of 2021—But Lacks Ethereum ‘Intensity’ "
2021-11-02,"Two of the biggest cryptocurrencies in the crypto market are set to double in value this year, according to an "
2021-11-03,"Green Bay Packers Quarterback Aaron Rodgers Gets Paid in Bitcoin, Gives Away $1 Million in BTC "
2021-11-03,Crypto rally: Total market cap hits new all-time high of $2.8T; $1T added in just over a month’s time 
2021-11-03,Bitcoin Daily: Africa's Crypto Market Third-Fastest Growing in World; Coinbase Allows Users to Borrow up to $1M With Bitcoin as Collateral 
2021-11-04,"What Suze Orman, Mark Cuban and Elon Musk all agree on when it comes to investing in cryptocurrency "
2021-11-04,A major crypto exchange's CEO is set on holding Shiba Inu crypto long term despite its recent tumble. Here's why 
2021-11-04,"Cryptocurrency Prices On November 4 2021: Know The Rate Of Bitcoin, Ethereum, Litecoin, Ripple, Dogecoin And Other Cryptocurrencies: "
2021-11-05,"Metaverse Tokens See Triple-Digit 7 Day Gains, Crypto Market Cap Inches Toward $3 Trillion "
2021-11-05,"Bitcoin cash hoax underlines need for regulatory protection, investor caution, experts say "
2021-11-05,Moving $25 Billion in BTC via Alternate Chains — There's Now Over 400000 Tokenized Bitcoins in Existence 
2021-11-06,Bank of America Executive Sees Crypto as Asset Class: 'I Don't View It as Competition at All' 
2021-11-06,"Crypto taxation passes with the House infrastructure bill, time to sort those Shiba Inu coin gains "
2021-11-06,"‘Trillions Of Dollars’—Bitcoin Braced For A Massive Earthquake As The Price Of Ethereum, Binance’s BNB, Solana, Cardano And XRP Soar "
2021-11-07,"Billionaire Stan Druckenmiller Warns Crypto, Meme Stocks, Bonds Are in a Bubble: 'This Bubble Is in Everything' "
2021-11-07,Elon Musk Lets Twitter Poll Decide if He Should Sell $20 Billion in Tesla Stock — Investors Suggest Buy Bitcoin 
2021-11-07,"Congress Passes $1.2 Trillion Infrastructure Bill — Crypto Advocates Criticize Amended Broker Definition, Tax Code 6050I "
2021-11-08,Solana is now the fourth-biggest cryptocurrency in the world as it doubles down on gaming in the crypto univer 
2021-11-08,The cryptocurrency market is now worth over $3 trillion. Here are 5 things that happened in the space this past week 
2021-11-08,Muscogee County Sheriff’s Office: telephone scammers attempting to collect crypto currency while posing as law enforcement 
2021-11-09,Is Crypto a Currency Or Security? Litigation Involving The SEC May Provide Guidance - Technology - United States 
2021-11-09,President Joe Biden to sign the bipartisan infrastructure bill⁠ into law—here's how crypto investors will be impacted 
2021-11-09,"Bitcoin hit an all-time high of over $68,000—here's how to calculate how much you can afford to invest in cryptocurrency "
2021-11-10,Decision time looms for the first spot bitcoin ETF. Here’s why an actual launch could be years away 
2021-11-10,Popular Crypto Trader Michaël Van De Poppe Says XRP And These 3 Altcoins Are Ready 'For A Massive Breakou 
2021-11-10,1000 Bitcoin From 2010 Worth $68M — Mystery Whale Returns Moving a String of 20 Decade-Old BTC Block Rewards 
2021-11-11,"I’m 9 and my brother’s 14 and we’ve made $160,000 from cryptocurrency in just six months "
2021-11-11,Kevin O'Leary says his crypto holdings today are 'almost at 10%'—here's how he decides which to invest 
2021-11-11,"Bitcoin Now Primed For A Sudden Shock After Huge $500 Billion Ethereum, BNB, Solana, Cardano And XRP Price Rally "
2021-11-12,"With fewer young parishioners carrying cash, more churches accept bitcoin in their offerings plates "
2021-11-12,"Bitcoin Investors Content With Holding Onto the Crypto, Only 12.9 Percent Supply on Exchanges: Report "
2021-11-12,"Stablecoins: these cryptocurrencies threaten the financial system, but no one is getting to grips with them "
2021-11-13,Bitcoin's Hashrate Soars 42% Higher Over the Last 3 Months Following Crypto Asset's 36% Price Increase 
2021-11-13,A Legendary Billionaire Market-Maker Issued A Serious Bitcoin Price Warning—And A Bold Ethereum Prediction 
2021-11-13,Visa Executive Says Crypto Is 'Becoming Cool' — Sees Whole New Class of Mainstream Consumers Entering the Space 
2021-11-14,"Coinbase Pushes for Single Crypto Regulator: CEO Says 'We Have 53 Regulators in Just One Country, the US' "
2021-11-14,Trading fish and chips for bitcoin — why this small coastal town takeaway shop has cryptocurrency as a payment option 
2021-11-14,Crypto Advocates Weigh ETF Rejection — Veteran Trader Peter Brandt Says Bitcoiners Should 'Oppose Spot Bitcoin ETFs in US' 
2021-11-15,Dubai Financial Services Authority Moves into the “Crypto” Space and Establishes Regulatory Framework for “Investment Tokens” 
2021-11-15,"Crypto Payment Products Launch; SEC Addresses DeFi, Targets DAO Tokens; OFAC Adds Crypto Exchange to SDN List; Crypto Fraud Schemes Revealed "
2021-11-15,"Pennexx Announces the Launch of a New Crypto Currency Coin and Explains How Cryptocurrency and Rewards Work Together to Create Customer Incentive, Bring More Consumers in and How It Reduces Advertising Costs "
2021-11-16,El-Erian says he bought bitcoin but sold too early — here's when he'd feel comfortable buying again 
2021-11-16,Bitcoin as a universal payment method? This Deutsche Bank chart shows one big thing standing in the way. 
2021-11-16,$56 Million in Seized Cryptocurrency Being Sold as First Step to Compensate Victims of BitConnect Fraud Scheme 
2021-11-17,EXPLAINED: How Florida Biz Dispute May Hold Key To Identity Of Elusive Bitcoin Founder Satoshi Nakamoto 
2021-11-17,"Bit Digital, Inc. Announces Bitcoin Production and Mining Operations Update for the Third Quarter of 2021 "
2021-11-17,"Cryptocurrency Prices On November 17 2021: Know The Rate Of Bitcoin, Ethereum, Litecoin, Ripple, Dogecoin And Other Cryptocurrencies: "
2021-11-18,Infrastructure Bill's New Reporting Requirements May Have Sweeping Implications for Cryptocurrency Ecosystem 
2021-11-18,Human Trafficking Institute integrates Bitcoin payment processor OpenNode to accept Bitcoin donations on the Lightning Network 
2021-11-18,The crypto investors who raised $47 million to buy a copy of the Constitution lost their bid — here's where the money goes now 
2021-11-19,Bitcoin investors love the golden cross and death cross — here’s why they matter but there are other factors t 
2021-11-19,"While Speculators Believe Bitcoin's Third-Largest Wallet Is a Mystery Whale, Onchain Data Suggests It's an Exchange "
2021-11-19,"Tesla And Elon Musk Devotee Cathie Wood Issued A Serious Bitcoin And Ethereum Fed Warning—But Held Her Huge $500,000 Price Prediction "
2021-11-20,"Opposed to Bitcoin Payments, Bank of Russia Says State Should Not Stimulate Spread of Cryptocurrencies "
2021-11-20,"Hillary Clinton Warns Cryptocurrency Could Destabilize Nations, Undermine Dollar as World's Reserve Currency "
